SOEM (Simple Open EtherCAT Master)
Simple test
Starting simple test
ec_init on \Device\NPF_{D8D267BF-D178-4544-B628-9DE58ABAE75A} succeeded.
1 slaves found and configured.
Slaves mapped, state to SAFE_OP.
segments : 1 : 4 0 0 0
Request operational state for all slaves
Calculated workcounter 3
Operational state reached for all slaves.
Processdata cycle    1, WKC 3 , O: 00 00 I: 00 00 T:698416068292457960
Processdata cycle 2764, WKC 3 , O: 00 00 I: 00 00 T:698416084892061200
Processdata cycle 2765, WKC 3 , O: 00 00 I: 00 00 T:698416084898036160
Processdata cycle 2766, WKC 3 , O: 00 00 I: 00 00 T:698416084904019400
Processdata cycle 2767, WKC 3 , O: 00 00 I: 00 00 T:698416084910057800
Processdata cycle 2768, WKC 3 , O: 00 00 I: 00 00 T:698416084915989800
Processdata cycle 2769, WKC 3 , O: 00 00 I: 00 00 T:698416084921973960
Processdata cycle 2770, WKC 3 , O: 00 00 I: 00 00 T:698416084927962200
Processdata cycle 2771, WKC 3 , O: 00 00 I: 00 00 T:698416084933950520
Processdata cycle 2772, WKC 3 , O: 00 00 I: 00 00 T:698416084939953080
Processdata cycle 2773, WKC 3 , O: 00 00 I: 00 00 T:698416084945933160
Processdata cycle 2774, WKC 3 , O: 00 00 I: 00 00 T:698416084951993200
Processdata cycle 2775, WKC 3 , O: 00 00 I: 00 00 T:698416084957918960
Processdata cycle 2776, WKC 3 , O: 00 00 I: 00 00 T:698416084963977920
Processdata cycle 2777, WKC 3 , O: 00 00 I: 00 00 T:698416084969940560
Processdata cycle 2778, WKC 3 , O: 00 00 I: 00 00 T:698416084975936000
Processdata cycle 2779, WKC 3 , O: 00 00 I: 00 00 T:698416084981939680
Processdata cycle 2780, WKC 3 , O: 00 00 I: 00 00 T:698416084988003680
Processdata cycle 2781, WKC 3 , O: 00 00 I: 00 00 T:698416084993942840
Processdata cycle 2782, WKC 3 , O: 00 00 I: 00 00 T:698416084999883000
Processdata cycle 2783, WKC 3 , O: 00 00 I: 00 00 T:698416085005824200
Processdata cycle 2784, WKC 3 , O: 00 00 I: 00 00 T:698416085011944520
Processdata cycle 2785, WKC 3 , O: 00 00 I: 00 00 T:698416085017929720
Processdata cycle 2786, WKC 3 , O: 00 00 I: 00 00 T:698416085023906760
Processdata cycle 2787, WKC 3 , O: 00 00 I: 00 00 T:698416085029915480
Processdata cycle 2788, WKC 3 , O: 00 00 I: 00 00 T:698416085035694960
Processdata cycle 2789, WKC 3 , O: 00 00 I: 00 00 T:698416085041857280
Processdata cycle 2790, WKC 3 , O: 00 00 I: 00 00 T:698416085047838400
Processdata cycle 2791, WKC 3 , O: 00 00 I: 00 00 T:698416085053827680
Processdata cycle 2792, WKC 3 , O: 00 00 I: 00 00 T:698416085059843600
Processdata cycle 2793, WKC 3 , O: 00 00 I: 00 00 T:698416085065799120
Processdata cycle 2794, WKC 3 , O: 00 00 I: 00 00 T:698416085071659360
Processdata cycle 2795, WKC 3 , O: 00 00 I: 00 00 T:698416085077756160
Processdata cycle 2796, WKC 3 , O: 00 00 I: 00 00 T:698416085083661560
Processdata cycle 2797, WKC 3 , O: 00 00 I: 00 00 T:698416085089734840
Processdata cycle 2798, WKC 3 , O: 00 00 I: 00 00 T:698416085095716920
Processdata cycle 2799, WKC 3 , O: 00 00 I: 00 00 T:698416085101586440
Processdata cycle 2800, WKC 3 , O: 00 00 I: 00 00 T:698416085107543960
Processdata cycle 2801, WKC 3 , O: 00 00 I: 00 00 T:698416085113659240
Processdata cycle 2802, WKC 3 , O: 00 00 I: 00 00 T:698416085119643400
Processdata cycle 2803, WKC 3 , O: 00 00 I: 00 00 T:698416085125635840
Processdata cycle 2804, WKC 3 , O: 00 00 I: 00 00 T:698416085131477680
Processdata cycle 2805, WKC 3 , O: 00 00 I: 00 00 T:698416085138589280
Processdata cycle 2806, WKC 3 , O: 00 00 I: 00 00 T:698416085144552960
Processdata cycle 2807, WKC 3 , O: 00 00 I: 00 00 T:698416085152468360
Processdata cycle 2808, WKC 3 , O: 00 00 I: 00 00 T:698416085158424920
Processdata cycle 2809, WKC 3 , O: 00 00 I: 00 00 T:698416085164388600
Processdata cycle 2810, WKC 3 , O: 00 00 I: 00 00 T:698416085170338000
Processdata cycle 2811, WKC 3 , O: 00 00 I: 00 00 T:698416085176374400
Processdata cycle 2812, WKC 3 , O: 00 00 I: 00 00 T:698416085182317600
Processdata cycle 2813, WKC 3 , O: 00 00 I: 00 00 T:698416085188288480
Processdata cycle 2814, WKC 3 , O: 00 00 I: 00 00 T:698416085194284960
Processdata cycle 2815, WKC 3 , O: 00 00 I: 00 00 T:698416085200291600
Processdata cycle 2816, WKC 3 , O: 00 00 I: 00 00 T:698416085206277840
Processdata cycle 2817, WKC 3 , O: 00 00 I: 00 00 T:698416085212225240
Processdata cycle 2818, WKC 3 , O: 00 00 I: 00 00 T:698416085218211400
Processdata cycle 2819, WKC 3 , O: 00 00 I: 00 00 T:698416085224235560
Processdata cycle 2820, WKC 3 , O: 00 00 I: 00 00 T:698416085230184920
Processdata cycle 2821, WKC 3 , O: 00 00 I: 00 00 T:698416085236212120
Processdata cycle 2822, WKC 3 , O: 00 00 I: 00 00 T:698416085242155320
Processdata cycle 2823, WKC 3 , O: 00 00 I: 00 00 T:698416085248102600
Processdata cycle 2824, WKC 3 , O: 00 00 I: 00 00 T:698416085254084800
Processdata cycle 2825, WKC 3 , O: 00 00 I: 00 00 T:698416085260063840
Processdata cycle 2826, WKC 3 , O: 00 00 I: 00 00 T:698416085266135040
Processdata cycle 2827, WKC 3 , O: 00 00 I: 00 00 T:698416085272031200
Processdata cycle 2828, WKC 3 , O: 00 00 I: 00 00 T:698416085278013280
Processdata cycle 2829, WKC 3 , O: 00 00 I: 00 00 T:698416085283997440
Processdata cycle 2830, WKC 3 , O: 00 00 I: 00 00 T:698416085289983680
Processdata cycle 2831, WKC 3 , O: 00 00 I: 00 00 T:698416085295999640
Processdata cycle 2832, WKC 3 , O: 00 00 I: 00 00 T:698416085301963320
Processdata cycle 2833, WKC 3 , O: 00 00 I: 00 00 T:698416085307938280
Processdata cycle 2834, WKC 3 , O: 00 00 I: 00 00 T:698416085313939880
Processdata cycle 2835, WKC 3 , O: 00 00 I: 00 00 T:698416085319915880
Processdata cycle 2836, WKC 3 , O: 00 00 I: 00 00 T:698416085325937960
Processdata cycle 2837, WKC 3 , O: 00 00 I: 00 00 T:698416085331977400
Processdata cycle 2838, WKC 3 , O: 00 00 I: 00 00 T:698416085337900120
Processdata cycle 2839, WKC 3 , O: 00 00 I: 00 00 T:698416085343934560
Processdata cycle 2840, WKC 3 , O: 00 00 I: 00 00 T:698416085349885920
Processdata cycle 2841, WKC 3 , O: 00 00 I: 00 00 T:698416085355932560
Processdata cycle 2842, WKC 3 , O: 00 00 I: 00 00 T:698416085361953600
Processdata cycle 2843, WKC 3 , O: 00 00 I: 00 00 T:698416085367843600
Processdata cycle 2844, WKC 3 , O: 00 00 I: 00 00 T:698416085373823680
Processdata cycle 2845, WKC 3 , O: 00 00 I: 00 00 T:698416085379822160
Processdata cycle 2846, WKC 3 , O: 00 00 I: 00 00 T:698416085385931280
Processdata cycle 2847, WKC 3 , O: 00 00 I: 00 00 T:698416085391927800
Processdata cycle 2848, WKC 3 , O: 00 00 I: 00 00 T:698416085397905800
Processdata cycle 2849, WKC 3 , O: 00 00 I: 00 00 T:698416085403881800
Processdata cycle 2850, WKC 3 , O: 00 00 I: 00 00 T:698416085409710360
Processdata cycle 2851, WKC 3 , O: 00 00 I: 00 00 T:698416085415679160
Processdata cycle 2852, WKC 3 , O: 00 00 I: 00 00 T:698416085421661320
Processdata cycle 2853, WKC 3 , O: 00 00 I: 00 00 T:698416085427628080
Processdata cycle 2854, WKC 3 , O: 00 00 I: 00 00 T:698416085433724880
Processdata cycle 2855, WKC 3 , O: 00 00 I: 00 00 T:698416085439636400
Processdata cycle 2856, WKC 3 , O: 00 00 I: 00 00 T:698416085445692240
Processdata cycle 2857, WKC 3 , O: 00 00 I: 00 00 T:698416085451725600
Processdata cycle 2858, WKC 3 , O: 00 00 I: 00 00 T:698416085457663680
Processdata cycle 2859, WKC 3 , O: 00 00 I: 00 00 T:698416085463654000
Processdata cycle 2860, WKC 3 , O: 00 00 I: 00 00 T:698416085469509120
Processdata cycle 2861, WKC 3 , O: 00 00 I: 00 00 T:698416085475612120
Processdata cycle 2862, WKC 3 , O: 00 00 I: 00 00 T:698416085481607560
Processdata cycle 2863, WKC 3 , O: 00 00 I: 00 00 T:698416085487572280
Processdata cycle 2864, WKC 3 , O: 00 00 I: 00 00 T:698416085493553400
Processdata cycle 2865, WKC 3 , O: 00 00 I: 00 00 T:698416085499398280
Processdata cycle 2866, WKC 3 , O: 00 00 I: 00 00 T:698416085505465400
Processdata cycle 2867, WKC 3 , O: 00 00 I: 00 00 T:698416085511396360
Processdata cycle 2868, WKC 3 , O: 00 00 I: 00 00 T:698416085517502400
Processdata cycle 2869, WKC 3 , O: 00 00 I: 00 00 T:698416085523367840
Processdata cycle 2870, WKC 3 , O: 00 00 I: 00 00 T:698416085529597760
Processdata cycle 2871, WKC 3 , O: 00 00 I: 00 00 T:698416085535416080
Processdata cycle 2872, WKC 3 , O: 00 00 I: 00 00 T:698416085541451440
Processdata cycle 2873, WKC 3 , O: 00 00 I: 00 00 T:698416085547596400
Processdata cycle 2874, WKC 3 , O: 00 00 I: 00 00 T:698416085553516000
Processdata cycle 2875, WKC 3 , O: 00 00 I: 00 00 T:698416085559495120
Processdata cycle 2876, WKC 3 , O: 00 00 I: 00 00 T:698416085565378920
Processdata cycle 2877, WKC 3 , O: 00 00 I: 00 00 T:698416085571385640
Processdata cycle 2878, WKC 3 , O: 00 00 I: 00 00 T:698416085577406680
Processdata cycle 2879, WKC 3 , O: 00 00 I: 00 00 T:698416085583301800
Processdata cycle 2880, WKC 3 , O: 00 00 I: 00 00 T:698416085589265480
Processdata cycle 2881, WKC 3 , O: 00 00 I: 00 00 T:698416085595265000
Processdata cycle 2882, WKC 3 , O: 00 00 I: 00 00 T:698416085601175480
Processdata cycle 2883, WKC 3 , O: 00 00 I: 00 00 T:698416085607268240
Processdata cycle 2884, WKC 3 , O: 00 00 I: 00 00 T:698416085613221680
Processdata cycle 2885, WKC 3 , O: 00 00 I: 00 00 T:698416085619212000
Processdata cycle 2886, WKC 3 , O: 00 00 I: 00 00 T:698416085625191040
Processdata cycle 2887, WKC 3 , O: 00 00 I: 00 00 T:698416085631167040
Processdata cycle 2888, WKC 3 , O: 00 00 I: 00 00 T:698416085637235200
Processdata cycle 2889, WKC 3 , O: 00 00 I: 00 00 T:698416085643147680
Processdata cycle 2890, WKC 3 , O: 00 00 I: 00 00 T:698416085649213800
Processdata cycle 2891, WKC 3 , O: 00 00 I: 00 00 T:698416085655290120
Processdata cycle 2892, WKC 3 , O: 00 00 I: 00 00 T:698416085661094120
Processdata cycle 2893, WKC 3 , O: 00 00 I: 00 00 T:698416085667065960
Processdata cycle 2894, WKC 3 , O: 00 00 I: 00 00 T:698416085673051160
Processdata cycle 2895, WKC 3 , O: 00 00 I: 00 00 T:698416085679048680
Processdata cycle 2896, WKC 3 , O: 00 00 I: 00 00 T:698416085685075880
Processdata cycle 2897, WKC 3 , O: 00 00 I: 00 00 T:698416085691054920
Processdata cycle 2898, WKC 3 , O: 00 00 I: 00 00 T:698416085697002240
Processdata cycle 2899, WKC 3 , O: 00 00 I: 00 00 T:698416085702983360
Processdata cycle 2900, WKC 3 , O: 00 00 I: 00 00 T:698416085708966560
Processdata cycle 2901, WKC 3 , O: 00 00 I: 00 00 T:698416085714948640
Processdata cycle 2902, WKC 3 , O: 00 00 I: 00 00 T:698416085720991200
Processdata cycle 2903, WKC 3 , O: 00 00 I: 00 00 T:698416085726971280
Processdata cycle 2904, WKC 3 , O: 00 00 I: 00 00 T:698416085732919600
Processdata cycle 2905, WKC 3 , O: 00 00 I: 00 00 T:698416085738966280
Processdata cycle 2906, WKC 3 , O: 00 00 I: 00 00 T:698416085744965800
Processdata cycle 2907, WKC 3 , O: 00 00 I: 00 00 T:698416085750887560
Processdata cycle 2908, WKC 3 , O: 00 00 I: 00 00 T:698416085756989480
Processdata cycle 2909, WKC 3 , O: 00 00 I: 00 00 T:698416085762960360
Processdata cycle 2910, WKC 3 , O: 00 00 I: 00 00 T:698416085768847240
Processdata cycle 2911, WKC 3 , O: 00 00 I: 00 00 T:698416085774789400
Processdata cycle 2912, WKC 3 , O: 00 00 I: 00 00 T:698416085780723440
Processdata cycle 2913, WKC 3 , O: 00 00 I: 00 00 T:698416085786836640
Processdata cycle 2914, WKC 3 , O: 00 00 I: 00 00 T:698416085792857680
Processdata cycle 2915, WKC 3 , O: 00 00 I: 00 00 T:698416085798664720
Processdata cycle 2916, WKC 3 , O: 00 00 I: 00 00 T:698416085804780000
Processdata cycle 2917, WKC 3 , O: 00 00 I: 00 00 T:698416085810769280
Processdata cycle 2918, WKC 3 , O: 00 00 I: 00 00 T:698416085816801600
Processdata cycle 2919, WKC 3 , O: 00 00 I: 00 00 T:698416085822748920
Processdata cycle 2920, WKC 3 , O: 00 00 I: 00 00 T:698416085828624600
Processdata cycle 2921, WKC 3 , O: 00 00 I: 00 00 T:698416085834714200
Processdata cycle 2922, WKC 3 , O: 00 00 I: 00 00 T:698416085840690200
Processdata cycle 2923, WKC 3 , O: 00 00 I: 00 00 T:698416085846680520
Processdata cycle 2924, WKC 3 , O: 00 00 I: 00 00 T:698416085852660600
Processdata cycle 2925, WKC 3 , O: 00 00 I: 00 00 T:698416085858648840
Processdata cycle 2926, WKC 3 , O: 00 00 I: 00 00 T:698416085864628920
Processdata cycle 2927, WKC 3 , O: 00 00 I: 00 00 T:698416085870652080
Processdata cycle 2928, WKC 3 , O: 00 00 I: 00 00 T:698416085876541040
Processdata cycle 2929, WKC 3 , O: 00 00 I: 00 00 T:698416085882454560
Processdata cycle 2930, WKC 3 , O: 00 00 I: 00 00 T:698416085888553440
Processdata cycle 2931, WKC 3 , O: 00 00 I: 00 00 T:698416085894532480
Processdata cycle 2932, WKC 3 , O: 00 00 I: 00 00 T:698416085900719360
Processdata cycle 2933, WKC 3 , O: 00 00 I: 00 00 T:698416085906738400
Processdata cycle 2934, WKC 3 , O: 00 00 I: 00 00 T:698416085912685720
Processdata cycle 2935, WKC 3 , O: 00 00 I: 00 00 T:698416085918691400
Processdata cycle 2936, WKC 3 , O: 00 00 I: 00 00 T:698416085924707320
Processdata cycle 2937, WKC 3 , O: 00 00 I: 00 00 T:698416085930690520
Processdata cycle 2938, WKC 3 , O: 00 00 I: 00 00 T:698416085936716680
Processdata cycle 2939, WKC 3 , O: 00 00 I: 00 00 T:698416085942685480
Processdata cycle 2940, WKC 3 , O: 00 00 I: 00 00 T:698416085948672680
Processdata cycle 2941, WKC 3 , O: 00 00 I: 00 00 T:698416085954547320
Processdata cycle 2942, WKC 3 , O: 00 00 I: 00 00 T:698416085960608320
Processdata cycle 2943, WKC 3 , O: 00 00 I: 00 00 T:698416085966632480
Processdata cycle 2944, WKC 3 , O: 00 00 I: 00 00 T:698416085972571600
Processdata cycle 2945, WKC 3 , O: 00 00 I: 00 00 T:698416085978549600
Processdata cycle 2946, WKC 3 , O: 00 00 I: 00 00 T:698416085984422160
Processdata cycle 2947, WKC 3 , O: 00 00 I: 00 00 T:698416085990373600
Processdata cycle 2948, WKC 3 , O: 00 00 I: 00 00 T:698416085996355680
Processdata cycle 2949, WKC 3 , O: 00 00 I: 00 00 T:698416086002228280
Processdata cycle 2950, WKC 3 , O: 00 00 I: 00 00 T:698416086008232920
Processdata cycle 2951, WKC 3 , O: 00 00 I: 00 00 T:698416086014285720
Processdata cycle 2952, WKC 3 , O: 00 00 I: 00 00 T:698416086020265800
Processdata cycle 2953, WKC 3 , O: 00 00 I: 00 00 T:698416086026246920
Processdata cycle 2954, WKC 3 , O: 00 00 I: 00 00 T:698416086032161480
Processdata cycle 2955, WKC 3 , O: 00 00 I: 00 00 T:698416086038188680
Processdata cycle 2956, WKC 3 , O: 00 00 I: 00 00 T:698416086044189280
Processdata cycle 2957, WKC 3 , O: 00 00 I: 00 00 T:698416086050178160
Processdata cycle 2958, WKC 3 , O: 00 00 I: 00 00 T:698416086056167840
Processdata cycle 2959, WKC 3 , O: 00 00 I: 00 00 T:698416086062124400
Processdata cycle 2960, WKC 3 , O: 00 00 I: 00 00 T:698416086068135200
Processdata cycle 2961, WKC 3 , O: 00 00 I: 00 00 T:698416086074101920
Processdata cycle 2962, WKC 3 , O: 00 00 I: 00 00 T:698416086080077920
Processdata cycle 2963, WKC 3 , O: 00 00 I: 00 00 T:698416086086081560
Processdata cycle 2964, WKC 3 , O: 00 00 I: 00 00 T:698416086092046280
Processdata cycle 2965, WKC 3 , O: 00 00 I: 00 00 T:698416086098046840
Processdata cycle 2966, WKC 3 , O: 00 00 I: 00 00 T:698416086104018760
Processdata cycle 2967, WKC 3 , O: 00 00 I: 00 00 T:698416086109996760
Processdata cycle 2968, WKC 3 , O: 00 00 I: 00 00 T:698416086116000440
Processdata cycle 2969, WKC 3 , O: 00 00 I: 00 00 T:698416086121966200
Processdata cycle 2970, WKC 3 , O: 00 00 I: 00 00 T:698416086127947280
Processdata cycle 2971, WKC 3 , O: 00 00 I: 00 00 T:698416086133968320
Processdata cycle 2972, WKC 3 , O: 00 00 I: 00 00 T:698416086139919760
Processdata cycle 2973, WKC 3 , O: 00 00 I: 00 00 T:698416086145929520
Processdata cycle 2974, WKC 3 , O: 00 00 I: 00 00 T:698416086151853280
Processdata cycle 2975, WKC 3 , O: 00 00 I: 00 00 T:698416086157823120
Processdata cycle 2976, WKC 3 , O: 00 00 I: 00 00 T:698416086163817520
Processdata cycle 2977, WKC 3 , O: 00 00 I: 00 00 T:698416086169804800
Processdata cycle 2978, WKC 3 , O: 00 00 I: 00 00 T:698416086175778760
Processdata cycle 2979, WKC 3 , O: 00 00 I: 00 00 T:698416086181769080
Processdata cycle 2980, WKC 3 , O: 00 00 I: 00 00 T:698416086187756360
Processdata cycle 2981, WKC 3 , O: 00 00 I: 00 00 T:698416086193753800
Processdata cycle 2982, WKC 3 , O: 00 00 I: 00 00 T:698416086199731880
Processdata cycle 2983, WKC 3 , O: 00 00 I: 00 00 T:698416086205717080
Processdata cycle 2984, WKC 3 , O: 00 00 I: 00 00 T:698416086211700200
Processdata cycle 2985, WKC 3 , O: 00 00 I: 00 00 T:698416086217696720
Processdata cycle 2986, WKC 3 , O: 00 00 I: 00 00 T:698416086223673760
Processdata cycle 2987, WKC 3 , O: 00 00 I: 00 00 T:698416086229637440
Processdata cycle 2988, WKC 3 , O: 00 00 I: 00 00 T:698416086235634880
Processdata cycle 2989, WKC 3 , O: 00 00 I: 00 00 T:698416086241620960
Processdata cycle 2990, WKC 3 , O: 00 00 I: 00 00 T:698416086247588960
Processdata cycle 2991, WKC 3 , O: 00 00 I: 00 00 T:698416086253587440
Processdata cycle 2992, WKC 3 , O: 00 00 I: 00 00 T:698416086259556280
Processdata cycle 2993, WKC 3 , O: 00 00 I: 00 00 T:698416086265539480
Processdata cycle 2994, WKC 3 , O: 00 00 I: 00 00 T:698416086271512360
Processdata cycle 2995, WKC 3 , O: 00 00 I: 00 00 T:698416086277545720
Processdata cycle 2996, WKC 3 , O: 00 00 I: 00 00 T:698416086283678360
Processdata cycle 2997, WKC 3 , O: 00 00 I: 00 00 T:698416086289641000
Processdata cycle 2998, WKC 3 , O: 00 00 I: 00 00 T:698416086295620040
Processdata cycle 2999, WKC 3 , O: 00 00 I: 00 00 T:698416086301620600
Processdata cycle 3000, WKC 3 , O: 00 00 I: 00 00 T:698416086307614080
Processdata cycle 3001, WKC 3 , O: 00 00 I: 00 00 T:698416086313463040
Processdata cycle 3002, WKC 3 , O: 00 00 I: 00 00 T:698416086319613120
Processdata cycle 3003, WKC 3 , O: 00 00 I: 00 00 T:698416086325612640
Processdata cycle 3004, WKC 3 , O: 00 00 I: 00 00 T:698416086331579440
Processdata cycle 3005, WKC 3 , O: 00 00 I: 00 00 T:698416086337649600
Processdata cycle 3006, WKC 3 , O: 00 00 I: 00 00 T:698416086343631760
Processdata cycle 3007, WKC 3 , O: 00 00 I: 00 00 T:698416086349625160
Processdata cycle 3008, WKC 3 , O: 00 00 I: 00 00 T:698416086355617560
Processdata cycle 3009, WKC 3 , O: 00 00 I: 00 00 T:698416086361474760
Processdata cycle 3010, WKC 3 , O: 00 00 I: 00 00 T:698416086368567960
Processdata cycle 3011, WKC 3 , O: 00 00 I: 00 00 T:698416086374538760
Processdata cycle 3012, WKC 3 , O: 00 00 I: 00 00 T:698416086380531160
Processdata cycle 3013, WKC 3 , O: 00 00 I: 00 00 T:698416086386513320
Processdata cycle 3014, WKC 3 , O: 00 00 I: 00 00 T:698416086392431960
Processdata cycle 3015, WKC 3 , O: 00 00 I: 00 00 T:698416086398414040
Processdata cycle 3016, WKC 3 , O: 00 00 I: 00 00 T:698416086404327600
Processdata cycle 3017, WKC 3 , O: 00 00 I: 00 00 T:698416086410280080
Processdata cycle 3018, WKC 3 , O: 00 00 I: 00 00 T:698416086416560160
Processdata cycle 3019, WKC 3 , O: 00 00 I: 00 00 T:698416086422301680
Processdata cycle 3020, WKC 3 , O: 00 00 I: 00 00 T:698416086428238720
Processdata cycle 3021, WKC 3 , O: 00 00 I: 00 00 T:698416086434212640
Processdata cycle 3022, WKC 3 , O: 00 00 I: 00 00 T:698416086440194800
Processdata cycle 3023, WKC 3 , O: 00 00 I: 00 00 T:698416086446172800
Processdata cycle 3024, WKC 3 , O: 00 00 I: 00 00 T:698416086452207240
Processdata cycle 3025, WKC 3 , O: 00 00 I: 00 00 T:698416086458171960
Processdata cycle 3026, WKC 3 , O: 00 00 I: 00 00 T:698416086464099800
Processdata cycle 3027, WKC 3 , O: 00 00 I: 00 00 T:698416086470090120
Processdata cycle 3028, WKC 3 , O: 00 00 I: 00 00 T:698416086476068120
Processdata cycle 3029, WKC 3 , O: 00 00 I: 00 00 T:698416086482172120
Processdata cycle 3030, WKC 3 , O: 00 00 I: 00 00 T:698416086488035480
Processdata cycle 3031, WKC 3 , O: 00 00 I: 00 00 T:698416086494016640
Processdata cycle 3032, WKC 3 , O: 00 00 I: 00 00 T:698416086500007920
Processdata cycle 3033, WKC 3 , O: 00 00 I: 00 00 T:698416086505989040
Processdata cycle 3034, WKC 3 , O: 00 00 I: 00 00 T:698416086512033680
Processdata cycle 3035, WKC 3 , O: 00 00 I: 00 00 T:698416086517954320
Processdata cycle 3036, WKC 3 , O: 00 00 I: 00 00 T:698416086523937520
Processdata cycle 3037, WKC 3 , O: 00 00 I: 00 00 T:698416086529932960
Processdata cycle 3038, WKC 3 , O: 00 00 I: 00 00 T:698416086535953000
Processdata cycle 3039, WKC 3 , O: 00 00 I: 00 00 T:698416086541951480
Processdata cycle 3040, WKC 3 , O: 00 00 I: 00 00 T:698416086547934680
Processdata cycle 3041, WKC 3 , O: 00 00 I: 00 00 T:698416086553955720
Processdata cycle 3042, WKC 3 , O: 00 00 I: 00 00 T:698416086559952120
Processdata cycle 3043, WKC 3 , O: 00 00 I: 00 00 T:698416086565884120
Processdata cycle 3044, WKC 3 , O: 00 00 I: 00 00 T:698416086571872360
Processdata cycle 3045, WKC 3 , O: 00 00 I: 00 00 T:698416086577875040
Processdata cycle 3046, WKC 3 , O: 00 00 I: 00 00 T:698416086583921680
Processdata cycle 3047, WKC 3 , O: 00 00 I: 00 00 T:698416086589838240
Processdata cycle 3048, WKC 3 , O: 00 00 I: 00 00 T:698416086595867520
Processdata cycle 3049, WKC 3 , O: 00 00 I: 00 00 T:698416086601893680
Processdata cycle 3050, WKC 3 , O: 00 00 I: 00 00 T:698416086607848160
Processdata cycle 3051, WKC 3 , O: 00 00 I: 00 00 T:698416086613812880
Processdata cycle 3052, WKC 3 , O: 00 00 I: 00 00 T:698416086619801120
Processdata cycle 3053, WKC 3 , O: 00 00 I: 00 00 T:698416086625723880
Processdata cycle 3054, WKC 3 , O: 00 00 I: 00 00 T:698416086631691720
Processdata cycle 3055, WKC 3 , O: 00 00 I: 00 00 T:698416086637692280
Processdata cycle 3056, WKC 3 , O: 00 00 I: 00 00 T:698416086643698920
Processdata cycle 3057, WKC 3 , O: 00 00 I: 00 00 T:698416086649702600
Processdata cycle 3058, WKC 3 , O: 00 00 I: 00 00 T:698416086655697000
Processdata cycle 3059, WKC 3 , O: 00 00 I: 00 00 T:698416086661700600
Processdata cycle 3060, WKC 3 , O: 00 00 I: 00 00 T:698416086667609040
Processdata cycle 3061, WKC 3 , O: 00 00 I: 00 00 T:698416086673704880
Processdata cycle 3062, WKC 3 , O: 00 00 I: 00 00 T:698416086679686000
Processdata cycle 3063, WKC 3 , O: 00 00 I: 00 00 T:698416086685659920
Processdata cycle 3064, WKC 3 , O: 00 00 I: 00 00 T:698416086691642000
Processdata cycle 3065, WKC 3 , O: 00 00 I: 00 00 T:698416086697631360
Processdata cycle 3066, WKC 3 , O: 00 00 I: 00 00 T:698416086703622640
Processdata cycle 3067, WKC 3 , O: 00 00 I: 00 00 T:698416086709612040
Processdata cycle 3068, WKC 3 , O: 00 00 I: 00 00 T:698416086715483560
Processdata cycle 3069, WKC 3 , O: 00 00 I: 00 00 T:698416086721559880
Processdata cycle 3070, WKC 3 , O: 00 00 I: 00 00 T:698416086727550200
Processdata cycle 3071, WKC 3 , O: 00 00 I: 00 00 T:698416086733562040
Processdata cycle 3072, WKC 3 , O: 00 00 I: 00 00 T:698416086739544120
Processdata cycle 3073, WKC 3 , O: 00 00 I: 00 00 T:698416086745404440
Processdata cycle 3074, WKC 3 , O: 00 00 I: 00 00 T:698416086751531960
Processdata cycle 3075, WKC 3 , O: 00 00 I: 00 00 T:698416086757506960
Processdata cycle 3076, WKC 3 , O: 00 00 I: 00 00 T:698416086763528000
Processdata cycle 3077, WKC 3 , O: 00 00 I: 00 00 T:698416086769411840
Processdata cycle 3078, WKC 3 , O: 00 00 I: 00 00 T:698416086775339680
Processdata cycle 3079, WKC 3 , O: 00 00 I: 00 00 T:698416086781321840
Processdata cycle 3080, WKC 3 , O: 00 00 I: 00 00 T:698416086787327520
Processdata cycle 3081, WKC 3 , O: 00 00 I: 00 00 T:698416086793233840
Processdata cycle 3082, WKC 3 , O: 00 00 I: 00 00 T:698416086799276440
Processdata cycle 3083, WKC 3 , O: 00 00 I: 00 00 T:698416086805291320
Processdata cycle 3084, WKC 3 , O: 00 00 I: 00 00 T:698416086811241720
Processdata cycle 3085, WKC 3 , O: 00 00 I: 00 00 T:698416086817228920
Processdata cycle 3086, WKC 3 , O: 00 00 I: 00 00 T:698416086823215160
Processdata cycle 3087, WKC 3 , O: 00 00 I: 00 00 T:698416086829199320
Processdata cycle 3088, WKC 3 , O: 00 00 I: 00 00 T:698416086835179400
Processdata cycle 3089, WKC 3 , O: 00 00 I: 00 00 T:698416086841092000
Processdata cycle 3090, WKC 3 , O: 00 00 I: 00 00 T:698416086847091520
Processdata cycle 3091, WKC 3 , O: 00 00 I: 00 00 T:698416086853106400
Processdata cycle 3092, WKC 3 , O: 00 00 I: 00 00 T:698416086859095680
Processdata cycle 3093, WKC 3 , O: 00 00 I: 00 00 T:698416086865138240
Processdata cycle 3094, WKC 3 , O: 00 00 I: 00 00 T:698416086871059920
Processdata cycle 3095, WKC 3 , O: 00 00 I: 00 00 T:698416086877062560
Processdata cycle 3096, WKC 3 , O: 00 00 I: 00 00 T:698416086883031400
Processdata cycle 3097, WKC 3 , O: 00 00 I: 00 00 T:698416086889023800
Processdata cycle 3098, WKC 3 , O: 00 00 I: 00 00 T:698416086894999800
Processdata cycle 3099, WKC 3 , O: 00 00 I: 00 00 T:698416086900983960
