SOEM (Simple Open EtherCAT Master)
Simple test
Starting simple test
ec_init on \Device\NPF_{D8D267BF-D178-4544-B628-9DE58ABAE75A} succeeded.
1 slaves found and configured.
Slaves mapped, state to SAFE_OP.
segments : 1 : 8 0 0 0
Request operational state for all slaves
Calculated workcounter 3
Operational state reached for all slaves.
Processdata cycle    1, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417444300316880
Processdata cycle 2334, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458363380160
Processdata cycle 2335, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458369488240
Processdata cycle 2336, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458375419200
Processdata cycle 2337, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458381613280
Processdata cycle 2338, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458387509400
Processdata cycle 2339, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458393383000
Processdata cycle 2340, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458399382520
Processdata cycle 2341, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458405524440
Processdata cycle 2342, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458411431840
Processdata cycle 2343, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458417466160
Processdata cycle 2344, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458423417600
Processdata cycle 2345, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458429441680
Processdata cycle 2346, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458435350120
Processdata cycle 2347, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458441412120
Processdata cycle 2348, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458447409640
Processdata cycle 2349, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458453343680
Processdata cycle 2350, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458459285840
Processdata cycle 2351, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458465303840
Processdata cycle 2352, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458471347440
Processdata cycle 2353, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458477316280
Processdata cycle 2354, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458483260520
Processdata cycle 2355, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458489198600
Processdata cycle 2356, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458495330200
Processdata cycle 2357, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458501261200
Processdata cycle 2358, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458507167520
Processdata cycle 2359, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458513129200
Processdata cycle 2360, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458519120560
Processdata cycle 2361, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458525095560
Processdata cycle 2362, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458531105320
Processdata cycle 2363, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458537078200
Processdata cycle 2364, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458543075720
Processdata cycle 2365, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458549071200
Processdata cycle 2366, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458555049200
Processdata cycle 2367, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458561041600
Processdata cycle 2368, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458567015520
Processdata cycle 2369, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458572989480
Processdata cycle 2370, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458578991080
Processdata cycle 2371, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458584961960
Processdata cycle 2372, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458590970720
Processdata cycle 2373, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458596939600
Processdata cycle 2374, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458602913520
Processdata cycle 2375, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458608849520
Processdata cycle 2376, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458614874760
Processdata cycle 2377, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458620855800
Processdata cycle 2378, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458626828760
Processdata cycle 2379, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458632876440
Processdata cycle 2380, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458638835040
Processdata cycle 2381, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458644965600
Processdata cycle 2382, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458650810560
Processdata cycle 2383, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458656940160
Processdata cycle 2384, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458662776920
Processdata cycle 2385, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458668804040
Processdata cycle 2386, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458674907000
Processdata cycle 2387, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458680719160
Processdata cycle 2388, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458686733120
Processdata cycle 2389, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458692623040
Processdata cycle 2390, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458698651280
Processdata cycle 2391, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458704833040
Processdata cycle 2392, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458710646280
Processdata cycle 2393, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458716640680
Processdata cycle 2394, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458722631000
Processdata cycle 2395, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458728600840
Processdata cycle 2396, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458734718160
Processdata cycle 2397, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458740541600
Processdata cycle 2398, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458746601520
Processdata cycle 2399, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458752588840
Processdata cycle 2400, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458758513640
Processdata cycle 2401, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458764528520
Processdata cycle 2402, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458770487080
Processdata cycle 2403, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458776482560
Processdata cycle 2404, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458782412480
Processdata cycle 2405, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458788430480
Processdata cycle 2406, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458794431040
Processdata cycle 2407, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458800424440
Processdata cycle 2408, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458806420920
Processdata cycle 2409, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458812411240
Processdata cycle 2410, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458818338040
Processdata cycle 2411, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458824380640
Processdata cycle 2412, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458830326960
Processdata cycle 2413, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458836316240
Processdata cycle 2414, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458842333200
Processdata cycle 2415, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458848309160
Processdata cycle 2416, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458854242200
Processdata cycle 2417, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458860217160
Processdata cycle 2418, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458866246400
Processdata cycle 2419, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458872240800
Processdata cycle 2420, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458878221920
Processdata cycle 2421, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458884182560
Processdata cycle 2422, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458890172920
Processdata cycle 2423, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458896096680
Processdata cycle 2424, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458902163800
Processdata cycle 2425, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458908086520
Processdata cycle 2426, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458914068720
Processdata cycle 2427, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458920066720
Processdata cycle 2428, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458926040080
Processdata cycle 2429, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458931993600
Processdata cycle 2430, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458938011560
Processdata cycle 2431, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458943971160
Processdata cycle 2432, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458949996280
Processdata cycle 2433, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458955939560
Processdata cycle 2434, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458961940160
Processdata cycle 2435, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458967929440
Processdata cycle 2436, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458973910560
Processdata cycle 2437, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458979911120
Processdata cycle 2438, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458985921960
Processdata cycle 2439, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458992053560
Processdata cycle 2440, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417458997884120
Processdata cycle 2441, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459003987080
Processdata cycle 2442, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459009978480
Processdata cycle 2443, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459015851040
Processdata cycle 2444, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459021959120
Processdata cycle 2445, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459027966880
Processdata cycle 2446, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459034001240
Processdata cycle 2447, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459040065320
Processdata cycle 2448, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459045907160
Processdata cycle 2449, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459051905680
Processdata cycle 2450, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459057836640
Processdata cycle 2451, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459063832080
Processdata cycle 2452, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459069746560
Processdata cycle 2453, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459075701080
Processdata cycle 2454, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459081713960
Processdata cycle 2455, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459087686840
Processdata cycle 2456, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459093590120
Processdata cycle 2457, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459099667520
Processdata cycle 2458, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459105616880
Processdata cycle 2459, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459111581600
Processdata cycle 2460, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459117558640
Processdata cycle 2461, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459123692360
Processdata cycle 2462, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459129670360
Processdata cycle 2463, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459135728280
Processdata cycle 2464, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459141650040
Processdata cycle 2465, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459147735600
Processdata cycle 2466, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459153747440
Processdata cycle 2467, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459159729520
Processdata cycle 2468, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459165693280
Processdata cycle 2469, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459171699960
Processdata cycle 2470, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459177687240
Processdata cycle 2471, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459183664280
Processdata cycle 2472, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459189580840
Processdata cycle 2473, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459195608080
Processdata cycle 2474, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459201582000
Processdata cycle 2475, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459207564160
Processdata cycle 2476, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459213560600
Processdata cycle 2477, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459219544840
Processdata cycle 2478, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459225529000
Processdata cycle 2479, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459231520360
Processdata cycle 2480, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459237453360
Processdata cycle 2481, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459243483600
Processdata cycle 2482, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459249468800
Processdata cycle 2483, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459255459120
Processdata cycle 2484, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459261434120
Processdata cycle 2485, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459267406040
Processdata cycle 2486, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459273403480
Processdata cycle 2487, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459278935120
Processdata cycle 2488, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459284915200
Processdata cycle 2489, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459290941360
Processdata cycle 2490, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459296936800
Processdata cycle 2491, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459302913800
Processdata cycle 2492, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459308911320
Processdata cycle 2493, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459314925160
Processdata cycle 2494, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459320842840
Processdata cycle 2495, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459327028720
Processdata cycle 2496, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459332875680
Processdata cycle 2497, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459338847600
Processdata cycle 2498, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459344972080
Processdata cycle 2499, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459350780120
Processdata cycle 2500, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459356772520
Processdata cycle 2501, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459362679880
Processdata cycle 2502, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459368685560
Processdata cycle 2503, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459374653440
Processdata cycle 2504, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459380741040
Processdata cycle 2505, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459386653520
Processdata cycle 2506, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459392800480
Processdata cycle 2507, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459398713000
Processdata cycle 2508, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459404763800
Processdata cycle 2509, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459410816520
Processdata cycle 2510, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459416834520
Processdata cycle 2511, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459422798240
Processdata cycle 2512, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459428675920
Processdata cycle 2513, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459434863920
Processdata cycle 2514, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459440821440
Processdata cycle 2515, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459446836360
Processdata cycle 2516, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459452822600
Processdata cycle 2517, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459458842600
Processdata cycle 2518, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459464789960
Processdata cycle 2519, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459470799760
Processdata cycle 2520, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459476782880
Processdata cycle 2521, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459482813120
Processdata cycle 2522, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459488704200
Processdata cycle 2523, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459494735480
Processdata cycle 2524, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459500728840
Processdata cycle 2525, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459506704840
Processdata cycle 2526, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459512690080
Processdata cycle 2527, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459518664000
Processdata cycle 2528, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459524580640
Processdata cycle 2529, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459530604720
Processdata cycle 2530, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459536591000
Processdata cycle 2531, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459542521880
Processdata cycle 2532, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459548481480
Processdata cycle 2533, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459554487160
Processdata cycle 2534, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459560455040
Processdata cycle 2535, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459566436160
Processdata cycle 2536, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459572419280
Processdata cycle 2537, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459578434160
Processdata cycle 2538, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459584388680
Processdata cycle 2539, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459590375960
Processdata cycle 2540, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459596355000
Processdata cycle 2541, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459602339160
Processdata cycle 2542, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459608331600
Processdata cycle 2543, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459614330560
Processdata cycle 2544, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459620278400
Processdata cycle 2545, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459626272880
Processdata cycle 2546, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459632262200
Processdata cycle 2547, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459638245320
Processdata cycle 2548, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459644257160
Processdata cycle 2549, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459650210640
Processdata cycle 2550, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459656200960
Processdata cycle 2551, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459662198480
Processdata cycle 2552, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459668119120
Processdata cycle 2553, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459674175080
Processdata cycle 2554, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459680160280
Processdata cycle 2555, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459686113720
Processdata cycle 2556, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459692049720
Processdata cycle 2557, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459698030880
Processdata cycle 2558, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459704034560
Processdata cycle 2559, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459710030000
Processdata cycle 2560, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459716013120
Processdata cycle 2561, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459722043400
Processdata cycle 2562, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459727956920
Processdata cycle 2563, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459733956440
Processdata cycle 2564, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459740016440
Processdata cycle 2565, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459745955600
Processdata cycle 2566, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459751921360
Processdata cycle 2567, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459757863520
Processdata cycle 2568, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459763894800
Processdata cycle 2569, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459769860600
Processdata cycle 2570, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459775830440
Processdata cycle 2571, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459781873000
Processdata cycle 2572, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459787789600
Processdata cycle 2573, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459793805520
Processdata cycle 2574, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459799848080
Processdata cycle 2575, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459805738000
Processdata cycle 2576, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459811795960
Processdata cycle 2577, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459817760680
Processdata cycle 2578, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459823753080
Processdata cycle 2579, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459829729080
Processdata cycle 2580, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459835717360
Processdata cycle 2581, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459841751680
Processdata cycle 2582, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459847608880
Processdata cycle 2583, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459853655520
Processdata cycle 2584, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459859691000
Processdata cycle 2585, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459865646440
Processdata cycle 2586, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459871615320
Processdata cycle 2587, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459877559560
Processdata cycle 2588, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459883559120
Processdata cycle 2589, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459889556560
Processdata cycle 2590, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459895520320
Processdata cycle 2591, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459901496240
Processdata cycle 2592, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459907489720
Processdata cycle 2593, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459913473880
Processdata cycle 2594, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459919493880
Processdata cycle 2595, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459925452440
Processdata cycle 2596, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459931421360
Processdata cycle 2597, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459937462880
Processdata cycle 2598, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459943427600
Processdata cycle 2599, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459949441480
Processdata cycle 2600, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459955342680
Processdata cycle 2601, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459961325880
Processdata cycle 2602, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459967333560
Processdata cycle 2603, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459973341360
Processdata cycle 2604, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459979333760
Processdata cycle 2605, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459985306640
Processdata cycle 2606, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459991346080
Processdata cycle 2607, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417459997315960
Processdata cycle 2608, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417460003265320
Processdata cycle 2609, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417460009301720
Processdata cycle 2610, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417460015308440
Processdata cycle 2611, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417460021238400
Processdata cycle 2612, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417460027287120
Processdata cycle 2613, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417460033218000
Processdata cycle 2614, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417460039210400
